구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CCellPreviewDrawing.cs	93	Drilling.UI.Menu.Menus.CCellPreviewDrawing.CreateDistortionKeyPreviews(double, double, double, double, System.Func<string, double?>)	Enumerable.Range(1, 6)              .Select	akMarginX,akMarginY,readValue,defaultSpanX,defaultSpanY,keyNo,defaultX,defaultY,x,y	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CCellPreviewDrawing.cs	95	lambda expression	EqualsValueClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CCellPreviewDrawing.cs	240	Drilling.UI.Menu.Menus.ST_CELL_PREVIEW_LABEL.DisplayText.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CCellPreviewDrawing.cs	242	Drilling.UI.Menu.Menus.ST_CELL_PREVIEW_LABEL.Height.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CCellPreviewDrawing.cs	250	Drilling.UI.Menu.Menus.ST_DISTORTION_KEY_PREVIEW.DisplayText.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	21	Drilling.UI.Menu.Menus.CMenuAlarm.Menu.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	23	Drilling.UI.Menu.Menus.CMenuAlarm.AlarmResetCommand.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	23	Drilling.UI.Menu.Menus.CMenuAlarm.AlarmResetCommand.get	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	25	Drilling.UI.Menu.Menus.CMenuAlarm.BuzzerOffCommand.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	25	Drilling.UI.Menu.Menus.CMenuAlarm.BuzzerOffCommand.get	Argument	setStatusMessage	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	50	Drilling.UI.Menu.Menus.CMenuAlarm.Build(System.Threading.CancellationToken)	alarms.Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	164	Drilling.UI.Menu.Menus.CMenuAlarm.BuildCurrentAlarmRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Alarm.ST_ALARM_DATA>)	alarms              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	238	Drilling.UI.Menu.Menus.CMenuAlarm.BuildSummaryItems(System.Collections.Generic.IReadOnlyList<Drilling.Common.Alarm.ST_ALARM_DATA>)	alarms.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	239	Drilling.UI.Menu.Menus.CMenuAlarm.BuildSummaryItems(System.Collections.Generic.IReadOnlyList<Drilling.Common.Alarm.ST_ALARM_DATA>)	alarms.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	252	Drilling.UI.Menu.Menus.CMenuAlarm.FormatSeverity(Drilling.Common.Alarm.EN_ALARM_LEVEL)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	262	Drilling.UI.Menu.Menus.CMenuAlarm.SeverityState(Drilling.Common.Alarm.EN_ALARM_LEVEL)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	280	Drilling.UI.Menu.Menus.ST_ALARM_CURRENT_ROW.LevelBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	280	Drilling.UI.Menu.Menus.ST_ALARM_CURRENT_ROW.LevelBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	294	Drilling.UI.Menu.Menus.ST_ALARM_DETAIL_ROW.ValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	294	Drilling.UI.Menu.Menus.ST_ALARM_DETAIL_ROW.ValueBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	312	Drilling.UI.Menu.Menus.ST_ALARM_HISTORY_ROW.LevelBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	312	Drilling.UI.Menu.Menus.ST_ALARM_HISTORY_ROW.LevelBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	335	Drilling.UI.Menu.Menus.ST_ALARM_SUMMARY_ITEM.ValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuAlarm.cs	335	Drilling.UI.Menu.Menus.ST_ALARM_SUMMARY_ITEM.ValueBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	56	Drilling.UI.Menu.Menus.CMenuCorrection.CMenuCorrection(Drilling.Common.Review.IReviewResultFile, Drilling.Common.Managers.IRecipeManager, Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	59	Drilling.UI.Menu.Menus.CMenuCorrection.Menu.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	61	Drilling.UI.Menu.Menus.CMenuCorrection.Title.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	63	Drilling.UI.Menu.Menus.CMenuCorrection.Subtitle.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	65	Drilling.UI.Menu.Menus.CMenuCorrection.SelectedTab.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	67	Drilling.UI.Menu.Menus.CMenuCorrection.IsReviewDataTab.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	70	Drilling.UI.Menu.Menus.CMenuCorrection.IsOtherCorrectionTab.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	94	Drilling.UI.Menu.Menus.CMenuCorrection.LoadedReviewFileName.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	96	Drilling.UI.Menu.Menus.CMenuCorrection.ReviewLoadStatus.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	98	Drilling.UI.Menu.Menus.CMenuCorrection.ReviewLoadStatusBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	100	Drilling.UI.Menu.Menus.CMenuCorrection.CurrentSettingState.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	102	Drilling.UI.Menu.Menus.CMenuCorrection.CurrentReviewOffsetRecipeName.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	141	Drilling.UI.Menu.Menus.CMenuCorrection.SelectTab(object?)	CorrectionTabs.FirstOrDefault	tabName	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	192	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyTabData(string)	CorrectionTabs              .Select	selectedTab	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	195	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyTabData(string)	SimpleAssignmentExpression	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	236	Drilling.UI.Menu.Menus.CMenuCorrection.LoadReviewResult()	result.Rows                  .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	424	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CurrentOffsetRows              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	426	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CalculatedOffsetRows.Any	currentKeys	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	436	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CurrentOffsetRows              .GroupBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	438	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CurrentOffsetRows              .GroupBy(row => row.HoleKey, StringComparer.OrdinalIgnoreCase)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	439	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CurrentOffsetRows              .GroupBy(row => row.HoleKey, StringComparer.OrdinalIgnoreCase)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	442	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	CalculatedOffsetRows              .Select	currentOffsets	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	456	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	ApplyPreviewRows.Any	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	471	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	ApplyPreviewRows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	473	Drilling.UI.Menu.Menus.CMenuCorrection.ApplyReviewOffsets()	ApplyPreviewRows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	496	Drilling.UI.Menu.Menus.CMenuCorrection.SaveAppliedReviewOffsets()	(await _recipeManager.LoadRecipes())                  .FirstOrDefault	selectedRecipeId	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	504	Drilling.UI.Menu.Menus.CMenuCorrection.SaveAppliedReviewOffsets()	ApplyPreviewRows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	515	Drilling.UI.Menu.Menus.CMenuCorrection.SaveAppliedReviewOffsets()	ApplyPreviewRows                  .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	523	Drilling.UI.Menu.Menus.CMenuCorrection.SaveAppliedReviewOffsets()	ApplyPreviewRows                  .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	554	Drilling.UI.Menu.Menus.CMenuCorrection.UpsertReviewOffsetParameter(System.Collections.Generic.List<Drilling.Common.Managers.ST_RECIPE_PARAM>, Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW, string, double)	parameters.FindIndex	key	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	634	Drilling.UI.Menu.Menus.CMenuCorrection.LoadCurrentReviewOffsets(Drilling.Common.Review.ST_REVIEW_RESULT_FILE_DATA)	(await _recipeManager.LoadRecipes())              .FirstOrDefault	selectedRecipeId	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	644	Drilling.UI.Menu.Menus.CMenuCorrection.LoadCurrentReviewOffsets(Drilling.Common.Review.ST_REVIEW_RESULT_FILE_DATA)	result.Rows              .Select	recipe	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	719	Drilling.UI.Menu.Menus.CMenuCorrection.CreateReviewData()	.Rows.Count	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	761	Drilling.UI.Menu.Menus.CMenuCorrection.ReadRecipeDouble(Drilling.Common.Managers.ST_RECIPE_DATA, double, params string[])	keys.Any	parameter	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	991	Drilling.UI.Menu.Menus.CMenuCorrection.GetSubtitle(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1005	Drilling.UI.Menu.Menus.CMenuCorrection.GetSourceName(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1035	Drilling.UI.Menu.Menus.ST_CORRECTION_SOURCE_ROW.StateBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1045	Drilling.UI.Menu.Menus.ST_CORRECTION_VALUE_ROW.ValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1047	Drilling.UI.Menu.Menus.ST_CORRECTION_VALUE_ROW.StateBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1059	Drilling.UI.Menu.Menus.ST_CORRECTION_HISTORY_ROW.ResultBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1070	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_RESULT_ROW.ErrorX.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1072	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_RESULT_ROW.ErrorY.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1074	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_RESULT_ROW.JudgeBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1089	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW.OffsetX.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1091	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW.OffsetY.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1093	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW.StateBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1095	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW.OffsetValueBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuCorrection.cs	1095	Drilling.UI.Menu.Menus.ST_CORRECTION_REVIEW_OFFSET_ROW.OffsetValueBrush.get	ArrowExpressionClause	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuExit.cs	12	Drilling.UI.Menu.Menus.CMenuExit.Menu.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	90	Drilling.UI.Menu.Menus.CMenuMain.Menu.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	111	Drilling.UI.Menu.Menus.CMenuMain.CycleItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	112	Drilling.UI.Menu.Menus.CMenuMain.CycleItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	117	Drilling.UI.Menu.Menus.CMenuMain.ResultItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	118	Drilling.UI.Menu.Menus.CMenuMain.ResultItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	123	Drilling.UI.Menu.Menus.CMenuMain.ProcessSequenceItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	124	Drilling.UI.Menu.Menus.CMenuMain.ProcessSequenceItems.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	129	Drilling.UI.Menu.Menus.CMenuMain.CurrentStepDetails.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	130	Drilling.UI.Menu.Menus.CMenuMain.CurrentStepDetails.set	SetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuMain.cs	135	Drilling.UI.Menu.Menus.CMenuMain.ProcessSummaryItems.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
